ID,Cultural_Identity,Gender,Country_Region,Undergrad_Degree,Years_Work_Experience,Analytics_Work_Experience,Strength_of_Recommendation,Standardized_Test_Score,Legacy_Admission,Mission_Statement,Admitted
756,Asian,Male,APAC,Other,-0.01,0.169437791,3.91,-1.301715439,0,Your program is perfect for me. I want to learn analytics more.,0
757,Asian,Male,APAC,Math + Statistics,0.00,0,3.14,0.2986055087,1,My goal is to use data to drive business growth. The Master of Analytics program's focus on practical experience and industry partnerships will help me achieve this.,1
758,"White, Non-Hispanic",Female,Americas,Other,-1.84,0,4.18,1.2757155984,0,I want to learn more about analytics and believe this program offers the right curriculum to do so.,0
759,Asian,Male,APAC,Economics,9.43,0,4.95,-1.32379291,0,,0
760,"White, Non-Hispanic",Male,Americas,Information Sciences,2.02,0,5.00,0.4862121051,0,I have a foundation in data science and want to expand my knowledge with your program.,0
761,"White, Non-Hispanic",Female,Americas,Economics,4.71,0,3.71,0.7589084308,0,"My passion for analytics began during my undergraduate studies in economics, where I developed a strong interest in data analysis. The Master of Analytics program offers the perfect opportunity to further develop my skills and apply them to real-world challenges. I am excited to learn from industry experts and contribute to projects that make a difference.",1
762,Asian,Male,APAC,Other,-7.87,0.0053042605,2.23,0.6763948502,0,I have been working in data analysis and want to formalize my skills through this program.,0
763,Asian,Female,APAC,Other,5.23,3.65757089,3.47,-0.385614968,0,I think this program offers the right mix of theory and practice for my career in data analysis.,0
764,"White, Non-Hispanic",Female,Americas,Math + Statistics,2.58,0.5009771257,2.04,0.6275013157,1,I seek to develop my analytical thinking through the rigorous coursework offered by your program. The program’s focus on critical thinking and problem-solving will enhance my ability to address complex challenges.,1
765,Asian,Male,EMEA,Other,-0.95,0.8262144381,3.46,1.3187024811,1,"Analytics is interesting, and your program seems decent.",0
766,Asian,Male,APAC,Information Sciences,3.60,0.2187759534,3.29,0.5498975506,0,I am passionate about transforming data into actionable insights. Your program's emphasis on real-world applications will prepare me to excel in the field of data analytics.,0
767,Asian,Male,Americas,Analytics,-1.29,0,2.79,0.5199653604,0,"I seek to develop predictive models that drive business growth and efficiency. Your program offers the expertise, tools, and real-world applications needed to achieve this, preparing me for a successful career in analytics.",1
768,Asian,Male,APAC,Math + Statistics,1.67,0.8663632765,3.95,-0.246874245,0,I think your program offers the right mix of theory and hands-on experience for me.,0
769,Asian,Male,APAC,Other,1.22,0.8532259154,3.50,-0.568383461,0,,0
770,Asian,Female,APAC,Information Sciences,0.71,0,2.84,0.6102942279,0,I am passionate about transforming data into actionable insights. Your program's emphasis on real-world applications will prepare me to excel in the field of data analytics.,0
771,Other,Male,Americas,Other,0.00,0,3.46,0.5733905937,0,I want to join becuz I think analytics is interesting and your program is good.,0
772,Asian,Male,APAC,Math + Statistics,0.00,0,5.00,-0.215635184,0,I am excited about the prospect of learning more about data analysis through your program.,0
773,Hispanic,Male,Americas,Other,-1.98,0,3.12,-0.781707343,1,I believe this program can help me improve my skills in data analysis.,0
774,"Black, Non-Hispanic",Female,Americas,Math + Statistics,-0.54,0,3.38,-0.667254725,0,"The Master of Analytics program offers the perfect opportunity for me to combine my academic background in math and statistics with my professional experience in analytics. I am excited to deepen my knowledge, collaborate with peers, and contribute to projects that drive meaningful change. I am committed to using data to create value and make a positive impact.",0
775,Asian,Male,Americas,Math + Statistics,0.00,0,3.33,-0.622452006,0,"With a strong background in math and statistics and extensive analytical experience, I am thrilled to join the Master of Analytics program. I am driven by a passion for solving intricate problems and using data to uncover valuable insights and guide strategic decisions.",1
776,Other,Male,EMEA,Economics,1.17,2.39761084,2.75,0.3075249254,0,"I want to develop my skills in analytics, and your program seems like a good fit.",0
777,"Black, Non-Hispanic",Female,EMEA,Math + Statistics,2.33,0.0301864759,4.31,-0.446735774,0,Your program seems like a good opportunity for me to learn more about data analysis.,0
778,"White, Non-Hispanic",Female,EMEA,Math + Statistics,1.36,2.2601835492,4.32,1.6264391014,0,I believe your program offers the right mix of courses to help me succeed in data analysis.,0
779,Asian,Male,APAC,Information Sciences,0.09,0.1275345584,1.65,-0.059673941,0,,0
780,Asian,Male,APAC,Math + Statistics,-3.02,0,1.06,2.1212767509,0,"With a passion for data-driven decision-making, I am eager to join your program to gain advanced skills in analytics and drive strategic decisions in my future career.",0
781,Asian,Male,APAC,Math + Statistics,0.40,0.2704289309,2.56,0.2753237651,0,I think your program offers the right opportunities for me to grow in data analysis.,0
782,Asian,Male,APAC,Math + Statistics,-2.55,0,1.80,1.0397755669,0,Your program’s strong foundation in quantitative methods will help me excel in data analytics. The comprehensive coursework and practical experience will prepare me for the complexities of the field.,0
783,"White, Non-Hispanic",Female,Americas,Math + Statistics,0.43,0,3.67,1.2144846003,0,"With a passion for data analytics and a background in engineering, I am eager to join your program to develop my skills and contribute to innovative projects.",0
784,Asian,Female,APAC,Other,0.00,0,4.11,-0.438132874,0,,0
785,Asian,Female,APAC,Math + Statistics,8.07,0,3.79,0.6662599637,0,"As an aspiring data scientist, I am drawn to the Master of Analytics program for its comprehensive curriculum and emphasis on real-world applications. My academic background in math and statistics, coupled with my analytical mindset, positions me well to thrive in this program. I look forward to contributing my skills and learning from esteemed faculty.",1
786,Hispanic,Male,Americas,Other,-2.50,0,4.40,-0.770134223,0,,0
787,Other,Female,APAC,Other,0.00,0,3.65,0.4586599874,1,I want to join your program to gain more insights into data analysis.,0
788,Asian,Male,APAC,Information Sciences,4.29,0,1.10,0.3840075786,0,,0
789,"White, Non-Hispanic",Male,EMEA,Other,-1.82,0.0733950494,3.97,1.538782315,1,I am eager to join your program to gain a competitive edge in the rapidly evolving field of data analytics. The program’s focus on cutting-edge technologies and practical applications will prepare me for future challenges.,1
790,Hispanic,Female,Americas,Math + Statistics,0.64,0.4572944589,2.95,1.2273625918,0,,0
791,Asian,Male,APAC,Information Sciences,1.34,0,1.66,0.4619760465,1,Your program seems to have the right courses to help me get better at analytics.,0
792,Asian,Female,APAC,Math + Statistics,0.00,0,2.36,0.0039002031,0,Your program’s emphasis on statistical analysis will prepare me for the complexities of data analytics. The comprehensive coursework and practical experience will enhance my analytical skills and problem-solving abilities.,0
793,Asian,Female,APAC,Economics,-0.74,0.4507433615,3.65,-0.028636462,0,I need to go to grad school or get a job. Please let me into your program to skip getting a job.,0
794,Other,Female,EMEA,Other,0.05,0.4456300337,2.81,1.1233516138,0,I think your program offers the right opportunities for me to grow in data analysis.,0
795,"White, Non-Hispanic",Male,EMEA,Math + Statistics,-3.17,0,4.02,0.1481285029,0,I seek to leverage your program’s resources to conduct impactful research in data analytics. The program’s emphasis on innovation and real-world applications aligns with my research interests and career goals.,1
796,"Black, Non-Hispanic",Female,Americas,Information Sciences,-2.86,0.1114494327,3.39,1.6541946346,0,"I am passionate about leveraging data to drive business success, and the Master of Analytics program offers the perfect opportunity to enhance my skills. With a background in information sciences, I am eager to deepen my knowledge and contribute to innovative solutions.",0
797,Asian,Female,APAC,Other,-0.11,0,4.27,0.2213719286,0,I believe this program can help me better understand the field of data analysis.,0
798,Asian,Male,APAC,Information Sciences,4.01,0.5776074443,3.38,0.7923462639,0,Parents told me to apply to grad school or find a job. Let me join your program to not get a job.,0
799,"White, Non-Hispanic",Male,EMEA,Economics,0.37,5.1868366206,4.09,1.7304662743,0,I am motivated to join your program to develop my skills in data management and analysis. The program’s comprehensive coursework and practical experience will enhance my ability to tackle complex analytical challenges.,1
800,Asian,Male,APAC,Economics,0.23,0,2.93,1.3400827837,0,Your program looks interesting. I wanna join and learn more about data.,0
801,Asian,Male,APAC,Information Sciences,0.23,0,3.94,0.8995991433,0,I think this program offers the right blend of theory and practice for my career in analytics.,0
802,Asian,Female,APAC,Economics,2.95,1.8982941833,2.36,-2.237746616,0,,0
803,"White, Non-Hispanic",Male,Americas,Math + Statistics,5.64,0,1.12,-0.794802155,0,"I want to learn more about analytics, your program is perfect for me.",0
804,"White, Non-Hispanic",Female,Americas,Information Sciences,2.23,0.3007006777,4.52,1.3107502669,0,"With a background in computer science, I am eager to join your program to develop my data analysis skills and contribute to advancements in technology.",0
805,"White, Non-Hispanic",Male,Americas,Other,11.36,0,4.40,-0.34142585,1,I am eager to enhance my skills in analytics through your program.,1
806,Asian,Male,Americas,Economics,0.41,3.8152215764,1.36,0.1870484961,0,I am motivated to join your program to gain a deeper understanding of data mining techniques. This will enable me to extract valuable insights from complex datasets and contribute to strategic decision-making processes.,1
807,"White, Non-Hispanic",Male,Americas,Math + Statistics,-1.26,0.0458457374,2.46,-2.394643369,0,Your program seems good for me. I want to learn more about analytics.,0
808,"White, Non-Hispanic",Male,Americas,Math + Statistics,0.00,0,4.29,1.0550404742,0,I am excited to join your program to gain a deeper understanding of advanced analytical techniques and apply them to real-world challenges in the tech industry.,1
809,Asian,Male,APAC,Math + Statistics,-1.18,0,2.74,-0.213592299,0,"I'm awesome, so you should let me join.",0
810,Other,Female,APAC,Math + Statistics,-1.54,0,4.11,2.015891389,0,"With a degree in mathematics and a passion for data analysis, I am eager to join your program to develop my skills in analytics and contribute to solving complex problems in various industries.",0
811,Hispanic,Female,Americas,Economics,-0.99,3.6701885014,2.30,-0.364069446,0,I want to join your program to gain a better understanding of analytics.,0
812,Asian,Female,APAC,Analytics,0.00,0,3.32,0.9960632702,0,Your program looks like it can provide the training I need to excel in analytics.,0
813,Other,Male,Americas,Other,0.27,0,4.41,-0.221603644,0,"I want to develop my skills in data analysis, and this program seems like a good fit.",0
814,Hispanic,Male,Americas,Other,2.08,3.1229636012,4.12,1.1904068526,0,i realy want to join cuz I love data and analytics. This program is good for me.,0
815,Asian,Male,APAC,Math + Statistics,0.00,0,3.52,0.1992407268,0,I believe your program offers the right mix of courses to help me succeed in analytics.,0
816,"White, Non-Hispanic",Male,EMEA,Information Sciences,8.52,4.4840594894,4.01,1.4452294443,0,"With a background in computer science, I am eager to join the Master of Analytics program to develop my skills in data analysis and machine learning, and to drive innovation in the tech industry.",1
817,Hispanic,Male,EMEA,Math + Statistics,0.04,0,3.71,0.42141914,0,"The balanced approach of theory and practical application in your program is exactly what I am seeking. Throughout my academic journey, I have come to appreciate the need for a solid theoretical foundation paired with hands-on experience. This program's curriculum seems designed to offer both in equal measure, ensuring that students are well-prepared to tackle complex problems in the real world. I am particularly impressed by the opportunities for practical projects and internships, which will allow me to apply theoretical concepts in a professional setting. This balance is crucial for my development as an analytics professional.",1
818,"Black, Non-Hispanic",Female,Americas,Other,-0.24,0.3849846309,3.29,-2.962443483,0,This program appears to have the right balance of theory and practical applications that I am looking for.,0
819,"White, Non-Hispanic",Male,Americas,Analytics,2.89,0,4.36,-1.616982926,0,"I need to learn more about data, and your program will make me better.",0
820,Asian,Male,APAC,Economics,0.92,0,3.45,-0.329557122,1,This program offers a comprehensive curriculum that I believe will help me become proficient in analytics.,0
821,"White, Non-Hispanic",Male,Americas,Other,0.00,1.5925753436,5.00,-0.374096552,0,"Data are cool. I wanna earn lots of money. Let me join your program, please!",0
822,Asian,Male,APAC,Economics,3.65,0.2774966074,2.16,0.1797585823,0,I want to join becuz I think analytics is fun and your program is good.,0
823,Other,Male,Americas,Math + Statistics,0.00,0,5.00,-0.742332501,0,,0
824,Hispanic,Male,EMEA,Other,0.00,0,4.68,-0.298436473,1,,0
825,Hispanic,Female,Americas,Other,6.21,0.5909914211,1.68,-0.113922395,0,Your program is good and I want to be in it. I know some about data.,0
826,"White, Non-Hispanic",Male,Americas,Math + Statistics,0.00,0,3.25,-0.242357995,0,I have some data experience and think your program will help.,0
827,Asian,Male,APAC,Math + Statistics,-0.14,0,4.00,-1.669291245,0,I have a background in statistics and think your program can help me transition into analytics.,0
828,Asian,Female,APAC,Math + Statistics,1.05,0.5756286437,5.00,-0.437214729,0,,0
829,Asian,Male,APAC,Other,-0.11,5.6644356843,2.23,-0.056175654,1,,0
830,"White, Non-Hispanic",Male,EMEA,Math + Statistics,1.48,0,4.08,0.6526082941,0,"With a degree in mathematics and a passion for data analysis, I am eager to join your program to develop my skills in analytics and contribute to solving complex problems in various industries.",1
831,"White, Non-Hispanic",Male,Americas,Math + Statistics,2.13,0,1.99,-0.562430568,1,This program offers a comprehensive curriculum that I think will help me become proficient in analytics.,1
832,"White, Non-Hispanic",Female,Americas,Economics,3.33,0,5.00,1.4012950548,1,I aim to leverage your program’s focus on practical experience to gain hands-on skills in data analytics and apply them to drive business success.,1
833,"White, Non-Hispanic",Female,Americas,Math + Statistics,1.88,7.2543331726,1.90,-0.885487099,0,,0
834,"White, Non-Hispanic",Male,Americas,Math + Statistics,2.09,2.2300624665,3.42,-0.732121327,0,I am eager to improve my skills in analytics through your program.,0
835,"White, Non-Hispanic",Male,Americas,Math + Statistics,0.06,0.0153628325,4.62,0.2329111343,1,Your program’s comprehensive training will help me develop a strong foundation in data analytics. The program’s blend of theoretical knowledge and practical skills will prepare me for a successful career.,1
836,Asian,Male,APAC,Economics,-1.41,0,2.21,-0.16583531,0,"I like data, and your program is there, so why not join?",0
837,Asian,Female,APAC,Math + Statistics,-1.29,7.9790999302,1.82,-0.174421231,0,,0
838,"Black, Non-Hispanic",Male,Americas,Economics,10.53,0,2.20,0.9136557798,0,My passion for data analytics and my background in economics make the Master of Analytics program the perfect fit for me. I am eager to develop advanced analytical skills to drive business success and innovation.,1
839,"White, Non-Hispanic",Male,EMEA,Economics,0.03,0.2071693582,2.83,-0.508852442,1,Your program is good cuz analytics is cool and I like data.,0
840,"White, Non-Hispanic",Male,Americas,Math + Statistics,0.40,0,3.58,1.290269558,0,Your program’s focus on data visualization will help me communicate complex data insights effectively. The program’s comprehensive training and practical experience will enhance my ability to drive strategic decisions.,1
841,Asian,Female,APAC,Math + Statistics,0.00,0,2.54,-0.200534281,0,,0
842,"Black, Non-Hispanic",Female,Americas,Math + Statistics,0.88,0,4.06,0.2930144153,0,I have some background in data science and want to advance my expertise through your program.,0
843,Asian,Male,APAC,Information Sciences,2.83,4.9855761358,3.38,1.0761134826,0,My passion for data analytics and my background in engineering make the Master of Analytics program the perfect fit for me. I look forward to learning from industry experts and contributing to impactful projects.,0
844,Asian,Female,APAC,Economics,5.22,2.6466695378,4.86,0.494058429,0,I aim to leverage the interdisciplinary approach of your program to integrate data analytics with my background in business and develop holistic solutions to real-world challenges.,0
845,"White, Non-Hispanic",Female,EMEA,Math + Statistics,0.00,0,4.58,-0.051972397,0,Your program looks like it can provide the training I need in data analysis.,0
846,Asian,Male,APAC,Math + Statistics,3.27,0,2.53,0.9274571772,0,"I want to develop my skills in data analysis, and this program seems like a good fit.",0
847,"White, Non-Hispanic",Male,Americas,Other,1.93,0,2.83,-1.128180881,0,Your program looks like it can provide the training I need to excel in data analysis.,0
848,Asian,Male,APAC,Other,-0.84,0,3.34,0.138023433,0,,0
849,Other,Female,APAC,Math + Statistics,0.60,0,1.75,0.5796569583,0,,0
850,Asian,Female,APAC,Other,6.07,1.7020813823,5.00,0.2133928486,0,Data is awesome and I want to make money. Please let me join your program!,0
851,Asian,Male,APAC,Math + Statistics,0.66,6.0757637349,4.49,1.0695111906,0,This program seems to offer the practical experience I need to improve in analytics.,0
852,"White, Non-Hispanic",Female,EMEA,Math + Statistics,5.61,0,2.08,-0.792662157,1,I believe your program offers the right blend of theory and practice for my career goals.,1
853,"White, Non-Hispanic",Female,EMEA,Other,4.67,1.5520467605,2.76,0.0317807535,0,Your program looks like it offers the right blend of theory and practice for my career goals.,0
854,"Black, Non-Hispanic",Male,APAC,Other,2.38,0.6124130183,4.36,-1.480341539,0,"Data are so cool. I want to earn big money. Let me join your program, please!",0
855,Other,Male,APAC,Other,-2.49,0,3.57,-1.136931756,0,"I like data and analytics is cool, so I wanna join your program.",0
856,Asian,Female,APAC,Math + Statistics,1.68,0,3.21,0.9693127135,0,I am passionate about using data to uncover insights and drive strategic decisions. Your program’s comprehensive curriculum aligns perfectly with my career goals.,0
857,"White, Non-Hispanic",Female,EMEA,Other,-1.87,2.8257505993,2.94,0.5588197563,0,The Master of Analytics program seems to offer the right courses and experiences to help me achieve my goals.,0
858,"White, Non-Hispanic",Male,Americas,Other,9.47,0,3.02,-0.772285171,0,I believe this program can help me improve my skills in data analytics.,0
859,"Black, Non-Hispanic",Female,Americas,Other,0.00,0,2.23,0.2697659645,0,,0
860,"White, Non-Hispanic",Male,EMEA,Other,-5.56,3.5328869885,4.43,0.23283915,0,I aim to leverage your program’s focus on hands-on learning to gain practical experience in data analytics and apply it to drive business success.,1
861,"White, Non-Hispanic",Male,Americas,Math + Statistics,4.81,0,3.24,-0.481993817,1,This program seems like a good opportunity for me to advance my career in analytics.,1
862,Hispanic,Male,APAC,Math + Statistics,1.52,0.3068366768,1.56,-0.701246724,0,I want to join becuz I think analytics is fun and your program is nice.,0
863,Other,Male,Americas,Information Sciences,1.50,3.6883370212,2.06,0.6790951122,0,"With a background in computer science, I am eager to join the Master of Analytics program to develop my skills in data analysis and machine learning, and to drive innovation in the tech industry.",1
864,"White, Non-Hispanic",Female,EMEA,Other,-1.74,0,3.55,-0.513393169,0,,0
865,Other,Male,Americas,Math + Statistics,0.00,0,3.30,-0.922747806,0,,0
866,"White, Non-Hispanic",Male,EMEA,Other,1.08,6.8254345725,1.85,-0.229735735,0,"I need to learn analytics and get a job, so your program is good for me.",0
867,Hispanic,Female,Americas,Math + Statistics,4.99,0,4.86,1.0545415712,1,"As a problem solver who thrives on complexity, I am eager to join the Master of Analytics program. My strong academic background in math and statistics and extensive analytical experience position me well for this opportunity. I am passionate about using data to extract insights and drive strategic decisions.",1
868,"White, Non-Hispanic",Female,Americas,Math + Statistics,0.00,0,3.05,0.8037404433,0,Your program’s diverse curriculum will provide me with a well-rounded education in data analytics. The program’s interdisciplinary approach will prepare me to address diverse analytical challenges in my future career.,1
869,"White, Non-Hispanic",Male,Americas,Other,0.00,0,3.89,0.4869335746,0,Your program looks like it can help me achieve my career goals in analytics.,0
870,Asian,Female,Americas,Other,-0.11,1.0771852356,3.76,0.4429321326,0,I have some experience in data analysis. Your program looks perfect for me.,0
871,Asian,Female,APAC,Other,-3.73,0,2.37,-0.049437914,0,,0
872,Asian,Male,APAC,Economics,0.00,0,2.16,-0.122281531,0,,0
873,"Black, Non-Hispanic",Female,Americas,Information Sciences,-0.34,0,3.74,0.036154611,0,I aim to leverage the interdisciplinary approach of your program to integrate data analytics with my background in business and develop holistic solutions to real-world challenges.,0
874,"White, Non-Hispanic",Female,Americas,Math + Statistics,25.19,1.7572290084,4.06,-1.552565389,0,"I want to enhance my skills in data analysis, and this program seems like a good fit.",0
875,Hispanic,Female,EMEA,Math + Statistics,0.41,1.9230837553,1.95,-1.917569073,0,,0
876,Asian,Male,APAC,Other,0.61,0,2.99,0.1865376374,0,,0
877,"White, Non-Hispanic",Male,Americas,Other,2.46,0,2.45,1.4322751716,0,I am excited to join your program to explore new methodologies in data analytics and apply them to solve complex business problems.,1
878,Asian,Male,Americas,Other,1.06,1.6917071098,3.65,0.4972637853,1,My experience in data analysis and my passion for predictive modeling make the Master of Analytics program an ideal fit for me. I look forward to learning from esteemed faculty and contributing to impactful projects.,1
879,"Black, Non-Hispanic",Male,Americas,Other,11.12,0,2.65,-1.876685105,0,,0
880,Asian,Female,APAC,Math + Statistics,4.01,0,2.68,0.0737998193,0,I aim to leverage the interdisciplinary approach of your program to integrate data analytics with my background in business and develop holistic solutions to real-world challenges.,0
881,Asian,Female,APAC,Economics,4.87,0,3.16,-0.279315889,0,"I'm awesome, so you should let me join your program.",0
882,"White, Non-Hispanic",Female,Americas,Math + Statistics,0.59,4.3285757181,2.82,-0.085196885,0,I think analytics is cool and I wanna join your program cuz I like data.,0
883,"White, Non-Hispanic",Male,EMEA,Economics,2.02,2.0869553698,1.48,-1.840692613,0,Your program seems to offer the right opportunities for me to grow in data analysis.,0
884,"White, Non-Hispanic",Male,Americas,Math + Statistics,2.21,0.7166597451,3.62,1.4627602458,0,Your program’s focus on data-driven insights will enhance my ability to make informed business decisions. The program’s emphasis on practical applications and real-world scenarios will prepare me for strategic roles.,1
885,"White, Non-Hispanic",Male,EMEA,Other,5.99,2.1972581686,4.19,-0.149143991,0,I think your program offers the right mix of theory and practical experience.,0
886,Hispanic,Female,Americas,Math + Statistics,1.07,0,4.46,-0.353737423,0,Your program’s commitment to innovation will inspire me to think creatively and develop cutting-edge solutions to analytical challenges.,0
887,Hispanic,Male,Americas,Math + Statistics,1.86,1.4367273486,2.61,1.1584994533,0,This program looks like it can help me achieve my goals in data analysis.,0
888,"White, Non-Hispanic",Male,EMEA,Math + Statistics,24.33,3.1239728337,4.03,1.1198629765,0,I aim to leverage the comprehensive curriculum of your program to enhance my analytical skills and drive strategic decisions in the business world.,1
889,Asian,Female,APAC,Math + Statistics,2.14,0,4.27,-0.440004197,0,I think your program offers the right mix of theory and practical experience.,0
890,Asian,Male,APAC,Other,0.49,0.0888110634,3.87,-0.038850581,0,Your program seems to offer the right opportunities for me to grow in analytics.,0
891,Asian,Male,APAC,Math + Statistics,9.61,0.1866563284,2.28,1.4566237726,0,Your program’s focus on innovation will inspire me to think creatively in the field of data analytics. The program’s cutting-edge curriculum and hands-on projects will provide the foundation for developing innovative solutions.,0
892,Asian,Female,APAC,Analytics,0.61,0.3462951907,2.80,0.6681527997,0,I am interested in gaining more knowledge in data analysis through your program.,0
893,Asian,Male,APAC,Math + Statistics,2.18,0,3.50,-0.469384688,0,This program seems to offer the practical experience I need to advance in data analysis.,0
894,Other,Female,EMEA,Other,-4.72,1.8105323827,2.40,-0.849197455,0,,0
895,"White, Non-Hispanic",Male,EMEA,Math + Statistics,0.40,0.4447317811,4.43,0.2746077882,0,I am passionate about using data to uncover insights and solve business challenges. Your program’s emphasis on practical applications aligns perfectly with my career goals.,1
896,Asian,Male,APAC,Math + Statistics,2.83,2.2889272368,2.89,-0.178412362,0,i wanna join becaus I love numbers and stuff. This program looks cool and I think I can do good.,0
897,"White, Non-Hispanic",Female,Americas,Math + Statistics,7.16,2.1196808097,2.46,-1.295898511,0,I wanna join your interesting program to learn more about data.,0
898,"White, Non-Hispanic",Female,EMEA,Math + Statistics,2.79,0.6597170094,1.60,-0.155490259,0,"Data is awesome. I want to make lots of money. Let me join your program, please!",0
899,Hispanic,Male,Americas,Analytics,2.13,0.4461632602,4.17,0.5421980275,0,Your program’s focus on advanced analytics will help me stay ahead in a competitive job market. The program’s rigorous training and practical experience will enhance my professional skills and career prospects.,1
900,Asian,Female,APAC,Other,22.13,0.1668921608,1.92,0.3364926694,0,,0
901,"White, Non-Hispanic",Male,Americas,Other,-4.19,5.1577661499,4.92,0.0291022778,0,This program seems to provide the practical experience I need to improve in data analysis.,0
902,Asian,Female,APAC,Other,2.28,1.4342870754,3.02,0.1082485247,0,"I want to improve my skills in analytics, and your program looks like a good fit.",0
903,"White, Non-Hispanic",Female,Americas,Economics,-6.22,1.4223411844,3.01,1.7240683536,0,"This program's emphasis on both theoretical knowledge and practical application is highly appealing to me. My background has provided me with strong analytical skills, but I am eager to apply these skills in practical settings. The curriculum's integration of theory and hands-on experience will allow me to build on my existing knowledge while gaining valuable insights into real-world applications. I am particularly excited about the opportunities for internships and collaborative projects, which will enable me to apply what I learn in meaningful ways. I believe this balanced approach is crucial for my development as a skilled and versatile analytics professional.",1
904,Asian,Male,APAC,Other,-1.61,1.5010963704,3.56,0.3615861033,0,Your program looks like a good opportunity for me to learn more about data analysis.,0
905,Asian,Male,APAC,Math + Statistics,-1.06,0.0444122101,5.00,-0.207138371,0,,0
906,"Black, Non-Hispanic",Male,Americas,Other,-1.02,0,4.06,1.7438340513,0,Your program’s emphasis on real-world projects and experiential learning will help me transition from theoretical understanding to practical expertise in data analytics. I am excited to apply advanced analytical techniques to solve complex business problems.,1
907,Asian,Female,Americas,Other,0.00,0,1.72,0.8688170734,0,I believe this program will help me gain the skills needed to excel in the field of analytics.,0
908,"White, Non-Hispanic",Female,Americas,Math + Statistics,8.99,1.1817992495,2.47,1.9074223862,0,I think your program is good for me to learn analytics and get hired.,0
909,"White, Non-Hispanic",Female,Americas,Information Sciences,1.87,0,2.54,0.2005760623,0,I want to join your program to gain more insights into data analytics.,0
910,Asian,Male,Americas,Other,5.77,1.0714766927,5.00,0.7552995361,1,,0
911,Hispanic,Male,EMEA,Math + Statistics,2.84,0.8562093925,2.93,1.0296285025,0,I am interested in gaining more knowledge in analytics through your program.,0
912,Asian,Female,APAC,Math + Statistics,1.79,1.3911760961,2.27,-0.414846153,0,,0
913,"White, Non-Hispanic",Male,EMEA,Math + Statistics,-0.89,2.5809762835,5.00,0.2951595838,1,"With a strong foundation in mathematics, I am eager to join your program to enhance my analytical skills and contribute to innovative solutions in various industries.",1
914,Hispanic,Male,EMEA,Other,0.01,0.0688615565,4.11,0.0169701432,1,,0
915,"White, Non-Hispanic",Male,Americas,Economics,-1.30,0.2659725729,2.69,-0.220173257,0,"With a background in economics and a keen interest in data analysis, I am excited to join your program to gain advanced skills in analytics and apply them to drive business growth.",1
916,Asian,Female,APAC,Math + Statistics,5.73,1.5841141624,2.06,-1.769878671,0,"I love analytics and data, so I want to join your good program.",0
917,"White, Non-Hispanic",Male,EMEA,Economics,-3.88,0.2752105728,3.34,0.9397247357,0,"With a background in economics and a keen interest in data analysis, I am excited to join your program to gain advanced skills in analytics and apply them to drive business growth.",1
918,"Black, Non-Hispanic",Female,APAC,Other,1.63,1.1394100439,3.51,-0.709948497,0,I want to join your program to gain more insights into the field of data analysis.,0
919,Asian,Male,APAC,Information Sciences,-0.51,0.002793548,3.37,0.4297599789,0,Your program’s focus on data-driven decision-making will enhance my strategic thinking abilities. I am eager to learn advanced analytical techniques that can drive business success and innovation.,0
920,Asian,Male,APAC,Math + Statistics,6.27,1.1538419663,2.47,-0.085337514,0,I wanna be in the program because I like numbers and things. It looks cool and I think I can do good.,0
921,Asian,Female,Americas,Other,0.05,2.418607904,2.52,-0.1502579,0,,0
922,Asian,Male,APAC,Math + Statistics,0.51,0,3.01,0.2438787422,0,I aim to leverage your program’s focus on hands-on learning to gain practical experience in data analytics and apply it to drive business success.,0
923,"White, Non-Hispanic",Male,Americas,Other,-1.64,1.7718585328,3.44,-0.267601009,0,I think this program offers the right blend of theory and practice for my career goals.,0
924,Asian,Female,APAC,Math + Statistics,-0.17,3.1256432469,3.17,0.1266624871,0,I am excited to explore new methodologies in data analytics through your program’s innovative coursework. Staying ahead of industry trends is crucial for developing effective analytical solutions.,0
925,Asian,Male,APAC,Other,-0.17,0.9292837463,3.79,0.5878782936,0,"I want to lern more about data, your program will help me get better.",0
926,"White, Non-Hispanic",Female,EMEA,Math + Statistics,0.00,0,3.35,-0.197148496,0,Your program’s comprehensive curriculum and industry connections will help me gain the expertise and professional network needed to become a successful data analyst.,1
927,Asian,Female,APAC,Other,-2.13,6.3049644962,1.92,-0.118985694,0,,0
928,Asian,Male,APAC,Math + Statistics,-1.45,4.4193490106,4.18,0.0815300764,0,I am excited about the opportunity to develop my skills in data analysis through your program.,0
929,Other,Male,EMEA,Economics,0.00,0,2.08,1.2064835189,0,"My journey in data analytics began during my undergraduate studies in economics. Since then, I have developed a keen interest in leveraging data to drive business success. The Master of Analytics program will allow me to refine my skills, learn from industry leaders, and contribute to innovative projects that have a real impact.",1
930,Other,Female,APAC,Economics,9.73,0,3.59,0.3688613335,0,I want to join your program to gain more insights into data analysis.,0
931,Asian,Female,APAC,Analytics,3.35,1.2061328654,3.29,0.3204809159,0,,0
932,Asian,Female,APAC,Math + Statistics,-0.85,0,5.00,1.5110583602,0,Your program will enable me to transform data into strategic assets for organizations. The comprehensive curriculum and practical projects will prepare me to tackle the most pressing challenges in the field of data analytics.,1
933,"White, Non-Hispanic",Male,Americas,Math + Statistics,-1.64,0,3.50,-0.20542828,0,"Cuz I love analytics and data, I think your program is good for me so I wanna join.",0
